Entity,Code,Year,Annual precipitation
Cameroon,CMR,1984,1867.1614
Cameroon,CMR,1985,2088.8054
Cameroon,CMR,1986,1934.1084
Cameroon,CMR,1987,1829.9248
Cameroon,CMR,1988,2043.5096
Cameroon,CMR,1989,1725.2408
Cameroon,CMR,1990,1912.6586
Cameroon,CMR,1991,1825.8213
Cameroon,CMR,1992,1879.754
Cameroon,CMR,1993,1963.774
Cameroon,CMR,1994,2093.2114
Cameroon,CMR,1995,1994.7247
Cameroon,CMR,1996,1871.6907
Cameroon,CMR,1997,1782.6921
Cameroon,CMR,1998,1741.4642
Cameroon,CMR,1999,2003.8579
Cameroon,CMR,2000,1799.411
Cameroon,CMR,2001,1679.9768
Cameroon,CMR,2002,1730.1885
Cameroon,CMR,2003,1704.7131
Cameroon,CMR,2004,1740.0034
Cameroon,CMR,2005,1590.8184
Cameroon,CMR,2006,1543.2322
Cameroon,CMR,2007,1760.7311
Cameroon,CMR,2008,1636.927
Cameroon,CMR,2009,1709.5873
Cameroon,CMR,2010,1632.7198
Cameroon,CMR,2011,1609.703
Cameroon,CMR,2012,1690.0686
Cameroon,CMR,2013,1731.7439
Cameroon,CMR,2014,1793.232
Cameroon,CMR,2015,1634.2604
Cameroon,CMR,2016,1802.8746
Cameroon,CMR,2017,1708.5596
Cameroon,CMR,2018,1662.9219
Cameroon,CMR,2019,1908.4283
Cameroon,CMR,2020,1623.2579
Cameroon,CMR,2021,1606.4899
Cameroon,CMR,2022,1566.0087
Cameroon,CMR,2023,1723.906
Cameroon,CMR,2024,1441.3304
Canada,CAN,1940,542.2245
Canada,CAN,1941,585.4637
Canada,CAN,1942,600.33234
Canada,CAN,1943,586.4963
Canada,CAN,1944,601.07947
Canada,CAN,1945,624.6257
Canada,CAN,1946,607.06714
Canada,CAN,1947,611.2379
Canada,CAN,1948,629.417
Canada,CAN,1949,662.2696
Canada,CAN,1950,657.92755
Canada,CAN,1951,639.35144
Canada,CAN,1952,673.0706
Canada,CAN,1953,662.1296
Canada,CAN,1954,674.8034
Canada,CAN,1955,642.2906
Canada,CAN,1956,635.41797
Canada,CAN,1957,642.4104
Canada,CAN,1958,646.33203
Canada,CAN,1959,697.43805
Canada,CAN,1960,676.2572
Canada,CAN,1961,639.0365
Canada,CAN,1962,653.54443
Canada,CAN,1963,646.4973
Canada,CAN,1964,658.5264
Canada,CAN,1965,642.5786
Canada,CAN,1966,658.31934
Canada,CAN,1967,627.2976
Canada,CAN,1968,671.0477
Canada,CAN,1969,626.2017
Canada,CAN,1970,620.2395
Canada,CAN,1971,638.93634
Canada,CAN,1972,614.79193
Canada,CAN,1973,674.74677
Canada,CAN,1974,668.33997
Canada,CAN,1975,649.12994
Canada,CAN,1976,666.8678
Canada,CAN,1977,669.22833
Canada,CAN,1978,630.9155
Canada,CAN,1979,650.6209
Canada,CAN,1980,664.9655
Canada,CAN,1981,645.5379
Canada,CAN,1982,642.1323
Canada,CAN,1983,655.0226
Canada,CAN,1984,666.66565
Canada,CAN,1985,647.6684
Canada,CAN,1986,656.17786
Canada,CAN,1987,636.3221
Canada,CAN,1988,671.1446
Canada,CAN,1989,615.55023
Canada,CAN,1990,671.4352
Canada,CAN,1991,661.88464
Canada,CAN,1992,635.59503
Canada,CAN,1993,650.37115
Canada,CAN,1994,655.01086
Canada,CAN,1995,652.49567
Canada,CAN,1996,684.40326
Canada,CAN,1997,675.57874
Canada,CAN,1998,632.0378
Canada,CAN,1999,705.86633
Canada,CAN,2000,654.808
Canada,CAN,2001,660.1671
Canada,CAN,2002,652.1137
Canada,CAN,2003,662.876
Canada,CAN,2004,677.7787
Canada,CAN,2005,703.933
Canada,CAN,2006,668.9893
Canada,CAN,2007,696.54755
Canada,CAN,2008,690.8634
Canada,CAN,2009,635.7257
Canada,CAN,2010,675.34827
Canada,CAN,2011,680.2552
Canada,CAN,2012,683.7687
Canada,CAN,2013,662.6994
Canada,CAN,2014,676.1638
Canada,CAN,2015,670.49866
Canada,CAN,2016,696.37714
Canada,CAN,2017,690.6217
Canada,CAN,2018,657.51794
Canada,CAN,2019,686.1557
Canada,CAN,2020,730.5921
Canada,CAN,2021,688.2655
Canada,CAN,2022,694.35876
Canada,CAN,2023,626.70435
Canada,CAN,2024,686.96356
Cape Verde,CPV,1940,163.77713
Cape Verde,CPV,1941,112.604065
Cape Verde,CPV,1942,235.83345
Cape Verde,CPV,1943,304.39764
Cape Verde,CPV,1944,298.46692
Cape Verde,CPV,1945,108.68926
Cape Verde,CPV,1946,71.19851
Cape Verde,CPV,1947,116.61691
Cape Verde,CPV,1948,88.991936
Cape Verde,CPV,1949,317.74902
Cape Verde,CPV,1950,334.76807
Cape Verde,CPV,1951,231.09534
Cape Verde,CPV,1952,316.49094
Cape Verde,CPV,1953,323.095
Cape Verde,CPV,1954,214.89116
Cape Verde,CPV,1955,296.3836
Cape Verde,CPV,1956,395.97284
Cape Verde,CPV,1957,244.73671
Cape Verde,CPV,1958,221.45045
Cape Verde,CPV,1959,95.7827
Cape Verde,CPV,1960,158.58118
Cape Verde,CPV,1961,195.16841
Cape Verde,CPV,1962,201.33914
Cape Verde,CPV,1963,149.15459
Cape Verde,CPV,1964,169.16362
Cape Verde,CPV,1965,222.44284
Cape Verde,CPV,1966,223.77055
Cape Verde,CPV,1967,353.2972
Cape Verde,CPV,1968,144.83432
Cape Verde,CPV,1969,221.14899
Cape Verde,CPV,1970,170.69731
Cape Verde,CPV,1971,170.34387
Cape Verde,CPV,1972,94.89673
Cape Verde,CPV,1973,197.35437
Cape Verde,CPV,1974,153.03036
Cape Verde,CPV,1975,198.54333
Cape Verde,CPV,1976,205.82602
Cape Verde,CPV,1977,45.667664
Cape Verde,CPV,1978,140.41245
Cape Verde,CPV,1979,136.2027
Cape Verde,CPV,1980,238.50034
Cape Verde,CPV,1981,100.82969
Cape Verde,CPV,1982,156.62692
Cape Verde,CPV,1983,82.50278
Cape Verde,CPV,1984,114.17404
Cape Verde,CPV,1985,163.07489
Cape Verde,CPV,1986,163.3118
Cape Verde,CPV,1987,169.47299
Cape Verde,CPV,1988,219.35162
Cape Verde,CPV,1989,178.7041
Cape Verde,CPV,1990,205.22733
Cape Verde,CPV,1991,103.67268
Cape Verde,CPV,1992,84.675446
Cape Verde,CPV,1993,112.82022
Cape Verde,CPV,1994,94.632965
Cape Verde,CPV,1995,157.12991
Cape Verde,CPV,1996,156.79059
Cape Verde,CPV,1997,95.43156
Cape Verde,CPV,1998,108.66737
Cape Verde,CPV,1999,283.68753
Cape Verde,CPV,2000,229.9831
Cape Verde,CPV,2001,131.1798
Cape Verde,CPV,2002,108.27061
Cape Verde,CPV,2003,175.69041
Cape Verde,CPV,2004,164.23999
Cape Verde,CPV,2005,183.52373
Cape Verde,CPV,2006,185.5788
Cape Verde,CPV,2007,126.41404
Cape Verde,CPV,2008,239.30028
Cape Verde,CPV,2009,262.0761
Cape Verde,CPV,2010,329.96313
Cape Verde,CPV,2011,184.76997
Cape Verde,CPV,2012,218.52887
Cape Verde,CPV,2013,290.88232
Cape Verde,CPV,2014,129.94844
Cape Verde,CPV,2015,271.14835
Cape Verde,CPV,2016,307.98813
Cape Verde,CPV,2017,75.087326
Cape Verde,CPV,2018,123.69792
Cape Verde,CPV,2019,113.81357
Cape Verde,CPV,2020,217.64297
Cape Verde,CPV,2021,142.82065
Cape Verde,CPV,2022,171.7507
Cape Verde,CPV,2023,192.64365
Cape Verde,CPV,2024,193.00145
Cayman Islands,CYM,1940,655.2792
Cayman Islands,CYM,1941,645.36285
Cayman Islands,CYM,1942,945.65967
Cayman Islands,CYM,1943,828.4397
Cayman Islands,CYM,1944,1337.1973
Cayman Islands,CYM,1945,899.61816
Cayman Islands,CYM,1946,738.1897
Cayman Islands,CYM,1947,763.8741
Cayman Islands,CYM,1948,1250.1907
Cayman Islands,CYM,1949,837.2545
Cayman Islands,CYM,1950,1000.8325
Cayman Islands,CYM,1951,792.3555
Cayman Islands,CYM,1952,959.5327
Cayman Islands,CYM,1953,1089.2697
Cayman Islands,CYM,1954,1034.9807
Cayman Islands,CYM,1955,846.80365
Cayman Islands,CYM,1956,541.3647
Cayman Islands,CYM,1957,826.9482
Cayman Islands,CYM,1958,1131.2676
Cayman Islands,CYM,1959,900.97424
Cayman Islands,CYM,1960,1097.599
Cayman Islands,CYM,1961,1177.4712
Cayman Islands,CYM,1962,751.1444
Cayman Islands,CYM,1963,1002.6398
Cayman Islands,CYM,1964,1349.6284
Cayman Islands,CYM,1965,786.8986
Cayman Islands,CYM,1966,1310.8473
Cayman Islands,CYM,1967,881.86456
Cayman Islands,CYM,1968,1217.3367
Cayman Islands,CYM,1969,1221.4155
Cayman Islands,CYM,1970,1008.996
Cayman Islands,CYM,1971,1098.6814
Cayman Islands,CYM,1972,1183.7301
Cayman Islands,CYM,1973,1025.8064
Cayman Islands,CYM,1974,829.833
Cayman Islands,CYM,1975,749.80927
Cayman Islands,CYM,1976,912.9152
Cayman Islands,CYM,1977,1112.9723
Cayman Islands,CYM,1978,1227.0432
Cayman Islands,CYM,1979,1229.6658
Cayman Islands,CYM,1980,1008.77954
Cayman Islands,CYM,1981,959.21136
Cayman Islands,CYM,1982,763.7758
Cayman Islands,CYM,1983,1021.08575
Cayman Islands,CYM,1984,734.5333
Cayman Islands,CYM,1985,732.3303
Cayman Islands,CYM,1986,819.49615
Cayman Islands,CYM,1987,800.29297
Cayman Islands,CYM,1988,1120.5922
Cayman Islands,CYM,1989,615.9277
Cayman Islands,CYM,1990,949.2569
Cayman Islands,CYM,1991,728.5185
Cayman Islands,CYM,1992,666.9044
Cayman Islands,CYM,1993,947.3209
Cayman Islands,CYM,1994,795.36914
Cayman Islands,CYM,1995,912.99725
Cayman Islands,CYM,1996,1117.9695
Cayman Islands,CYM,1997,678.7128
Cayman Islands,CYM,1998,863.25073
Cayman Islands,CYM,1999,1168.9644
Cayman Islands,CYM,2000,892.6001
Cayman Islands,CYM,2001,967.12683
Cayman Islands,CYM,2002,1417.6826
Cayman Islands,CYM,2003,728.98486
Cayman Islands,CYM,2004,621.9311
Cayman Islands,CYM,2005,1323.8553
Cayman Islands,CYM,2006,935.77954
Cayman Islands,CYM,2007,1185.0233
Cayman Islands,CYM,2008,1230.0072
Cayman Islands,CYM,2009,751.132
Cayman Islands,CYM,2010,1162.9886
Cayman Islands,CYM,2011,1033.2689
Cayman Islands,CYM,2012,1031.7268
Cayman Islands,CYM,2013,908.98895
Cayman Islands,CYM,2014,769.32715
Cayman Islands,CYM,2015,725.32654
Cayman Islands,CYM,2016,745.2488
Cayman Islands,CYM,2017,1195.0198
Cayman Islands,CYM,2018,854.2347
Cayman Islands,CYM,2019,798.0604
Cayman Islands,CYM,2020,1321.9442
Cayman Islands,CYM,2021,781.8546
Cayman Islands,CYM,2022,778.4548
Cayman Islands,CYM,2023,824.77856
Cayman Islands,CYM,2024,1214.6816
Central African Republic,CAF,1940,1367.6301
Central African Republic,CAF,1941,1148.7722
Central African Republic,CAF,1942,1305.8237
Central African Republic,CAF,1943,1214.1119
Central African Republic,CAF,1944,1368.5327
Central African Republic,CAF,1945,1380.845
Central African Republic,CAF,1946,1379.3019
Central African Republic,CAF,1947,1393.0355
Central African Republic,CAF,1948,1598.0209
Central African Republic,CAF,1949,1084.2028
Central African Republic,CAF,1950,1305.1615
Central African Republic,CAF,1951,1572.2858
Central African Republic,CAF,1952,1746.7421
Central African Republic,CAF,1953,1666.4575
Central African Republic,CAF,1954,1480.4896
Central African Republic,CAF,1955,1645.2542
Central African Republic,CAF,1956,1549.1953
Central African Republic,CAF,1957,1507.1124
Central African Republic,CAF,1958,1681.792
Central African Republic,CAF,1959,1287.5068
Central African Republic,CAF,1960,1532.3066
Central African Republic,CAF,1961,1397.3337
Central African Republic,CAF,1962,1508.4385
Central African Republic,CAF,1963,1152.2349
Central African Republic,CAF,1964,1033.7307
Central African Republic,CAF,1965,997.3722
Central African Republic,CAF,1966,1095.8743
Central African Republic,CAF,1967,1447.4271
Central African Republic,CAF,1968,1566.9038
Central African Republic,CAF,1969,1793.002
Central African Republic,CAF,1970,1577.8109
Central African Republic,CAF,1971,1505.3164
Central African Republic,CAF,1972,1472.456
Central African Republic,CAF,1973,1530.1136
Central African Republic,CAF,1974,1639.2013
Central African Republic,CAF,1975,1564.7568
Central African Republic,CAF,1976,1613.8892
Central African Republic,CAF,1977,1420.0292
Central African Republic,CAF,1978,1556.3495
Central African Republic,CAF,1979,1730.1809
Central African Republic,CAF,1980,1895.036
Central African Republic,CAF,1981,1675.8782
Central African Republic,CAF,1982,1650.743
Central African Republic,CAF,1983,1505.0552
Central African Republic,CAF,1984,1536.7675
Central African Republic,CAF,1985,1750.1841
Central African Republic,CAF,1986,1586.1288
Central African Republic,CAF,1987,1549.3634
Central African Republic,CAF,1988,1614.2747
Central African Republic,CAF,1989,1426.8071
Central African Republic,CAF,1990,1560.3726
Central African Republic,CAF,1991,1561.988
Central African Republic,CAF,1992,1585.1459
Central African Republic,CAF,1993,1502.4614
Central African Republic,CAF,1994,1592.5697
Central African Republic,CAF,1995,1599.5972
Central African Republic,CAF,1996,1568.147
Central African Republic,CAF,1997,1473.2516
Central African Republic,CAF,1998,1398.7396
Central African Republic,CAF,1999,1488.9517
Central African Republic,CAF,2000,1329.3185
Central African Republic,CAF,2001,1220.2792
Central African Republic,CAF,2002,1258.3127
Central African Republic,CAF,2003,1298.0151
Central African Republic,CAF,2004,1234.4791
Central African Republic,CAF,2005,1273.2921
Central African Republic,CAF,2006,1281.49
Central African Republic,CAF,2007,1282.1434
Central African Republic,CAF,2008,1166.8737
Central African Republic,CAF,2009,1216.4302
Central African Republic,CAF,2010,1356.8176
Central African Republic,CAF,2011,1119.9854
Central African Republic,CAF,2012,1211.1083
Central African Republic,CAF,2013,1148.6433
Central African Republic,CAF,2014,1183.762
Central African Republic,CAF,2015,1095.1268
Central African Republic,CAF,2016,1219.0845
Central African Republic,CAF,2017,1172.8578
Central African Republic,CAF,2018,1071.6887
Central African Republic,CAF,2019,1186.8063
Central African Republic,CAF,2020,1070.4125
Central African Republic,CAF,2021,962.16376
Central African Republic,CAF,2022,1044.9473
Central African Republic,CAF,2023,1025.9321
Central African Republic,CAF,2024,993.8932
Chad,TCD,1940,203.81383
Chad,TCD,1941,167.43675
Chad,TCD,1942,294.29184
Chad,TCD,1943,293.33826
Chad,TCD,1944,414.17914
Chad,TCD,1945,329.37134
Chad,TCD,1946,394.59525
Chad,TCD,1947,514.6164
Chad,TCD,1948,342.09564
Chad,TCD,1949,160.41713
Chad,TCD,1950,505.86462
Chad,TCD,1951,298.4651
Chad,TCD,1952,392.02386
Chad,TCD,1953,420.56583
Chad,TCD,1954,383.3205
Chad,TCD,1955,322.46323
Chad,TCD,1956,413.91138
Chad,TCD,1957,359.34027
Chad,TCD,1958,370.77875
Chad,TCD,1959,231.59573
Chad,TCD,1960,239.91386
Chad,TCD,1961,303.11072
Chad,TCD,1962,310.1533
Chad,TCD,1963,254.1113
Chad,TCD,1964,212.58134
Chad,TCD,1965,122.21606
Chad,TCD,1966,140.1405
Chad,TCD,1967,303.99823
Chad,TCD,1968,273.45163
Chad,TCD,1969,379.73856
Chad,TCD,1970,351.3454
Chad,TCD,1971,294.27484
Chad,TCD,1972,291.9756
Chad,TCD,1973,314.7182
Chad,TCD,1974,401.1846
Chad,TCD,1975,402.7804
Chad,TCD,1976,301.74728
Chad,TCD,1977,365.45157
Chad,TCD,1978,372.59988
Chad,TCD,1979,381.3126
Chad,TCD,1980,430.8443
Chad,TCD,1981,357.04822
Chad,TCD,1982,298.05933
Chad,TCD,1983,236.36136
Chad,TCD,1984,245.40018
Chad,TCD,1985,391.3636
Chad,TCD,1986,278.58728
Chad,TCD,1987,312.6691
Chad,TCD,1988,440.0212
Chad,TCD,1989,316.55136
Chad,TCD,1990,262.28116
Chad,TCD,1991,333.9377
Chad,TCD,1992,325.53473
Chad,TCD,1993,266.7363
Chad,TCD,1994,431.72464
Chad,TCD,1995,362.1043
Chad,TCD,1996,347.0137
Chad,TCD,1997,318.80045
Chad,TCD,1998,387.01532
Chad,TCD,1999,423.97488
Chad,TCD,2000,279.45233
Chad,TCD,2001,310.64453
Chad,TCD,2002,268.89316
Chad,TCD,2003,344.03342
Chad,TCD,2004,264.09692
Chad,TCD,2005,346.618
Chad,TCD,2006,270.4305
Chad,TCD,2007,275.36472
Chad,TCD,2008,287.511
Chad,TCD,2009,245.29187
Chad,TCD,2010,341.05542
Chad,TCD,2011,258.96753
Chad,TCD,2012,322.6503
Chad,TCD,2013,263.7195
Chad,TCD,2014,271.5108
Chad,TCD,2015,225.02763
Chad,TCD,2016,294.47717
Chad,TCD,2017,267.14755
Chad,TCD,2018,313.34714
Chad,TCD,2019,348.64642
Chad,TCD,2020,264.47394
Chad,TCD,2021,204.6311
Chad,TCD,2022,266.75272
Chad,TCD,2023,190.5851
Chad,TCD,2024,404.63577
Chile,CHL,1940,1452.9165
Chile,CHL,1941,1206.0085
Chile,CHL,1942,1299.5978
Chile,CHL,1943,1448.051
Chile,CHL,1944,1345.5475
Chile,CHL,1945,1529.4719
Chile,CHL,1946,1557.1554
Chile,CHL,1947,1527.7521
Chile,CHL,1948,1714.4874
Chile,CHL,1949,1697.6812
Chile,CHL,1950,1568.3184
Chile,CHL,1951,1591.2968
Chile,CHL,1952,1281.4471
Chile,CHL,1953,1598.8068
Chile,CHL,1954,1628.9531
Chile,CHL,1955,1369.6063
Chile,CHL,1956,1410.8423
Chile,CHL,1957,1427.4329
Chile,CHL,1958,1428.545
Chile,CHL,1959,1422.172
Chile,CHL,1960,1303.9412
Chile,CHL,1961,1533.591
Chile,CHL,1962,1162.7273
Chile,CHL,1963,1426.9313
Chile,CHL,1964,1267.8247
Chile,CHL,1965,1550.1963
Chile,CHL,1966,1268.7802
Chile,CHL,1967,1363.5396
Chile,CHL,1968,1321.304
Chile,CHL,1969,1435.2982
Chile,CHL,1970,1407.0747
Chile,CHL,1971,1475.9172
Chile,CHL,1972,1456.7748
Chile,CHL,1973,1326.2042
Chile,CHL,1974,1428.3033
Chile,CHL,1975,1664.2332
Chile,CHL,1976,1343.3645
Chile,CHL,1977,1512.155
Chile,CHL,1978,1330.0146
Chile,CHL,1979,1508.5865
Chile,CHL,1980,1719.7107
Chile,CHL,1981,1548.3491
Chile,CHL,1982,1566.1003
Chile,CHL,1983,1467.2847
Chile,CHL,1984,1533.7515
Chile,CHL,1985,1525.5206
Chile,CHL,1986,1667.258
Chile,CHL,1987,1548.7916
Chile,CHL,1988,1331.5596
Chile,CHL,1989,1486.5399
Chile,CHL,1990,1537.499
Chile,CHL,1991,1504.8511
Chile,CHL,1992,1459.637
Chile,CHL,1993,1548.6323
Chile,CHL,1994,1505.2689
Chile,CHL,1995,1398.4696
Chile,CHL,1996,1441.2468
Chile,CHL,1997,1606.2101
Chile,CHL,1998,1318.3002
Chile,CHL,1999,1312.3798
Chile,CHL,2000,1458.6877
Chile,CHL,2001,1559.2487
Chile,CHL,2002,1602.3212
Chile,CHL,2003,1531.9741
Chile,CHL,2004,1479.4165
Chile,CHL,2005,1488.7238
Chile,CHL,2006,1651.8928
Chile,CHL,2007,1359.6517
Chile,CHL,2008,1455.3141
Chile,CHL,2009,1625.2177
Chile,CHL,2010,1487.1378
Chile,CHL,2011,1464.0626
Chile,CHL,2012,1572.6823
Chile,CHL,2013,1446.6311
Chile,CHL,2014,1553.0685
Chile,CHL,2015,1528.3419
Chile,CHL,2016,1158.8054
Chile,CHL,2017,1697.015
Chile,CHL,2018,1526.7557
Chile,CHL,2019,1424.2925
Chile,CHL,2020,1455.5989
Chile,CHL,2021,1268.5481
Chile,CHL,2022,1387.6569
Chile,CHL,2023,1528.445
Chile,CHL,2024,1389.5537
China,CHN,1940,782.49615
China,CHN,1941,792.4686
China,CHN,1942,786.12
China,CHN,1943,848.56396
China,CHN,1944,761.03394
China,CHN,1945,742.51526
China,CHN,1946,1010.5879
China,CHN,1947,866.6688
China,CHN,1948,879.4831
China,CHN,1949,902.9182
China,CHN,1950,917.4374
China,CHN,1951,973.69653
China,CHN,1952,973.06866
China,CHN,1953,899.6604
China,CHN,1954,977.3188
China,CHN,1955,867.51654
China,CHN,1956,833.83606
China,CHN,1957,830.65
China,CHN,1958,844.5642
China,CHN,1959,826.5982
China,CHN,1960,846.506
China,CHN,1961,932.4884
China,CHN,1962,857.39197
China,CHN,1963,862.6646
China,CHN,1964,947.34174
China,CHN,1965,866.0749
China,CHN,1966,849.6119
China,CHN,1967,871.643
China,CHN,1968,855.4024
China,CHN,1969,844.9357
China,CHN,1970,840.85913
China,CHN,1971,849.98596
China,CHN,1972,862.00745
China,CHN,1973,913.8411
China,CHN,1974,844.12787
China,CHN,1975,883.6138
China,CHN,1976,843.8568
China,CHN,1977,846.05316
China,CHN,1978,799.4147
China,CHN,1979,820.329
China,CHN,1980,844.5042
China,CHN,1981,873.2748
China,CHN,1982,860.5693
China,CHN,1983,918.1542
China,CHN,1984,853.62146
China,CHN,1985,883.4764
China,CHN,1986,812.7959
China,CHN,1987,886.0765
China,CHN,1988,839.1305
China,CHN,1989,847.7332
China,CHN,1990,910.99164
China,CHN,1991,859.732
China,CHN,1992,848.0256
China,CHN,1993,899.76373
China,CHN,1994,892.4657
China,CHN,1995,860.5064
China,CHN,1996,876.42865
China,CHN,1997,844.0419
China,CHN,1998,954.80756
China,CHN,1999,854.09247
China,CHN,2000,859.003
China,CHN,2001,809.0416
China,CHN,2002,858.8918
China,CHN,2003,824.7141
China,CHN,2004,773.33167
China,CHN,2005,809.3991
China,CHN,2006,749.2904
China,CHN,2007,756.8613
China,CHN,2008,792.7497
China,CHN,2009,728.45404
China,CHN,2010,842.8482
China,CHN,2011,699.6249
China,CHN,2012,833.1714
China,CHN,2013,781.849
China,CHN,2014,774.1
China,CHN,2015,810.2241
China,CHN,2016,869.12225
China,CHN,2017,784.51636
China,CHN,2018,804.549
China,CHN,2019,775.07324
China,CHN,2020,834.86456
China,CHN,2021,827.3098
China,CHN,2022,771.8887
China,CHN,2023,764.6261
China,CHN,2024,865.7228
Colombia,COL,1940,2946.4204
Colombia,COL,1941,3123.0388
Colombia,COL,1942,3555.5938
Colombia,COL,1943,3299.1445
Colombia,COL,1944,3179.9272
Colombia,COL,1945,3235.7185
Colombia,COL,1946,3463.064
Colombia,COL,1947,3431.0693
Colombia,COL,1948,3329.5288
Colombia,COL,1949,3239.3462
Colombia,COL,1950,3478.8572
Colombia,COL,1951,3438.2776
Colombia,COL,1952,3146.7507
Colombia,COL,1953,3094.426
Colombia,COL,1954,3206.404
Colombia,COL,1955,3361.4272
Colombia,COL,1956,3553.331
Colombia,COL,1957,2911.109
Colombia,COL,1958,3413.5945
Colombia,COL,1959,3162.0303
Colombia,COL,1960,3115.346
Colombia,COL,1961,3003.1304
Colombia,COL,1962,2970.4365
Colombia,COL,1963,2942.5405
Colombia,COL,1964,3168.9988
Colombia,COL,1965,2963.9067
Colombia,COL,1966,3173.9138
Colombia,COL,1967,3246.1458
Colombia,COL,1968,3459.8718
Colombia,COL,1969,3458.305
Colombia,COL,1970,3625.961
Colombia,COL,1971,3809.595
Colombia,COL,1972,3408.1597
Colombia,COL,1973,3783.3792
Colombia,COL,1974,3516.9294
Colombia,COL,1975,3738.9746
Colombia,COL,1976,3278.7559
Colombia,COL,1977,3345.6208
Colombia,COL,1978,3570.104
Colombia,COL,1979,3459.311
Colombia,COL,1980,3109.06
Colombia,COL,1981,3467.9824
Colombia,COL,1982,3266.538
Colombia,COL,1983,3187.3306
Colombia,COL,1984,3457.5085
Colombia,COL,1985,3189.912
Colombia,COL,1986,3553.6826
Colombia,COL,1987,3475.289
Colombia,COL,1988,3601.946
Colombia,COL,1989,3453.3196
Colombia,COL,1990,3425.6523
Colombia,COL,1991,3486.8804
Colombia,COL,1992,3311.8442
Colombia,COL,1993,3587.6184
Colombia,COL,1994,3616.5588
Colombia,COL,1995,3402.8357
Colombia,COL,1996,3487.15
Colombia,COL,1997,3066.8496
Colombia,COL,1998,3689.5234
Colombia,COL,1999,3560.4956
Colombia,COL,2000,3579.7808
Colombia,COL,2001,3269.2317
Colombia,COL,2002,3264.8132
Colombia,COL,2003,3401.5312
Colombia,COL,2004,3230.761
Colombia,COL,2005,3228.623
Colombia,COL,2006,3335.453
Colombia,COL,2007,3402.6023
Colombia,COL,2008,3400.558
Colombia,COL,2009,3293.21
Colombia,COL,2010,3613.9207
Colombia,COL,2011,3560.0776
Colombia,COL,2012,3311.0442
Colombia,COL,2013,3332.7095
Colombia,COL,2014,3320.8735
Colombia,COL,2015,3202.118
Colombia,COL,2016,3363.6191
Colombia,COL,2017,3088.4214
Colombia,COL,2018,3152.7744
Colombia,COL,2019,3088.0723
Colombia,COL,2020,3024.3672
Colombia,COL,2021,3333.516
Colombia,COL,2022,3258.771
Colombia,COL,2023,2907.0608
Colombia,COL,2024,2874.0173
Comoros,COM,1940,1246.3353
Comoros,COM,1941,2310.6228
Comoros,COM,1942,1079.6584
Comoros,COM,1943,1084.5203
Comoros,COM,1944,1004.5732
Comoros,COM,1945,1354.9307
Comoros,COM,1946,1317.7988
Comoros,COM,1947,1233.552
Comoros,COM,1948,1308.8878
Comoros,COM,1949,1361.947
Comoros,COM,1950,1399.3428
Comoros,COM,1951,1151.4102
Comoros,COM,1952,1232.5665
Comoros,COM,1953,2232.1357
Comoros,COM,1954,1308.1764
Comoros,COM,1955,1522.9526
Comoros,COM,1956,1496.6617
Comoros,COM,1957,1641.2836
Comoros,COM,1958,1384.7289
Comoros,COM,1959,1480.4504
Comoros,COM,1960,1514.0383
Comoros,COM,1961,1830.1078
Comoros,COM,1962,1770.4498
Comoros,COM,1963,1497.6876
Comoros,COM,1964,1252.6907
Comoros,COM,1965,1532.0173
Comoros,COM,1966,975.46063
Comoros,COM,1967,1317.4067
Comoros,COM,1968,1424.1576
Comoros,COM,1969,1427.6165
Comoros,COM,1970,1469.8542
Comoros,COM,1971,1895.3923
Comoros,COM,1972,1784.1368
Comoros,COM,1973,1665.917
Comoros,COM,1974,1596.8193
Comoros,COM,1975,1499.3977
Comoros,COM,1976,1667.6897
Comoros,COM,1977,1342.3668
Comoros,COM,1978,1606.8055
Comoros,COM,1979,1430.2089
Comoros,COM,1980,1800.0398
Comoros,COM,1981,1348.9766
Comoros,COM,1982,1399.5
Comoros,COM,1983,1620.185
Comoros,COM,1984,1382.6609
Comoros,COM,1985,1453.6246
Comoros,COM,1986,1611.2869
Comoros,COM,1987,1130.1134
Comoros,COM,1988,1339.113
Comoros,COM,1989,1888.4861
Comoros,COM,1990,1190.8154
Comoros,COM,1991,1789.7622
Comoros,COM,1992,929.68414
Comoros,COM,1993,1311.6123
Comoros,COM,1994,1570.0123
Comoros,COM,1995,1127.9203
Comoros,COM,1996,1441.7916
Comoros,COM,1997,991.4611
Comoros,COM,1998,1187.7549
Comoros,COM,1999,1107.4542
Comoros,COM,2000,953.4242
Comoros,COM,2001,1138.6675
Comoros,COM,2002,1522.2119
Comoros,COM,2003,1169.052
Comoros,COM,2004,1482.4012
Comoros,COM,2005,1187.7181
Comoros,COM,2006,1817.2461
Comoros,COM,2007,1135.364
Comoros,COM,2008,1593.8232
Comoros,COM,2009,1281.9059
Comoros,COM,2010,1080.1444
Comoros,COM,2011,1332.1604
Comoros,COM,2012,1369.4647
Comoros,COM,2013,1408.909
Comoros,COM,2014,1234.6633
Comoros,COM,2015,1387.8988
Comoros,COM,2016,1615.5398
Comoros,COM,2017,1498.4644
Comoros,COM,2018,1325.892
Comoros,COM,2019,1521.1362
Comoros,COM,2020,1388.4215
Comoros,COM,2021,1175.6948
Comoros,COM,2022,1187.234
Comoros,COM,2023,1168.9009
Comoros,COM,2024,1857.517
